case_id,status_old,ari_old,found_clusters_old,params_old,samples_old,features_old,true_clusters_old,status_restored,ari_restored,found_clusters_restored,params_restored,samples_restored,features_restored,true_clusters_restored,source,identical_recorded_params,matching_input_metadata,ari_delta
gauss_null_large,ok,1.0,1,"bandwidth_type=-1/(d+2), benchmark_seed=401, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",200,80,1,ok,1.0,1,"bandwidth_type=-1/(d+2), benchmark_seed=401, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",200,80,1,before_restoration,True,True,0.0
gauss_clear_medium_continuous,skip,,0,"bandwidth_type=-1/(d+2), benchmark_seed=101, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",60,40,4,skip,,0,"bandwidth_type=-1/(d+2), benchmark_seed=101, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",60,40,4,before_restoration,True,True,
gauss_moderate_3c_continuous,skip,,0,"bandwidth_type=-1/(d+2), benchmark_seed=200, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",45,30,3,skip,,0,"bandwidth_type=-1/(d+2), benchmark_seed=200, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",45,30,3,before_restoration,True,True,
gauss_null_large_continuous,skip,,0,"bandwidth_type=-1/(d+2), benchmark_seed=401, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",200,80,1,skip,,0,"bandwidth_type=-1/(d+2), benchmark_seed=401, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",200,80,1,before_restoration,True,True,
gauss_dense_signal_highd_continuous,skip,,0,"bandwidth_type=-1/(d+2), benchmark_seed=43, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",40,20000,4,skip,,0,"bandwidth_type=-1/(d+2), benchmark_seed=43, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",40,20000,4,before_restoration,True,True,
dim_consolidated_4c_24f,unsupported,,0,"bandwidth_type=-1/(d+2), benchmark_seed=13000, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",160,24,4,ok,0.5298028928480344,7,"bandwidth_type=-1/(d+2), benchmark_seed=13000, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",160,24,4,before_restoration,True,True,
dim_consolidated_4c_72f,unsupported,,0,"bandwidth_type=-1/(d+2), benchmark_seed=13001, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",160,72,4,ok,-0.0083613817537643,2,"bandwidth_type=-1/(d+2), benchmark_seed=13001, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",160,72,4,before_restoration,True,True,
dim_consolidated_4c_272f,unsupported,,0,"bandwidth_type=-1/(d+2), benchmark_seed=13002, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",160,272,4,ok,0.0153270173835093,60,"bandwidth_type=-1/(d+2), benchmark_seed=13002, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",160,272,4,before_restoration,True,True,
dim_diffuse_6c_36f,unsupported,,0,"bandwidth_type=-1/(d+2), benchmark_seed=13100, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",180,36,6,ok,0.0316432964697783,7,"bandwidth_type=-1/(d+2), benchmark_seed=13100, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",180,36,6,before_restoration,True,True,
dim_diffuse_6c_136f,unsupported,,0,"bandwidth_type=-1/(d+2), benchmark_seed=13101, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",180,136,6,ok,0.0293879041298343,4,"bandwidth_type=-1/(d+2), benchmark_seed=13101, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",180,136,6,before_restoration,True,True,
dim_diffuse_6c_536f,unsupported,,0,"bandwidth_type=-1/(d+2), benchmark_seed=13102, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",180,536,6,ok,-0.0042046026476466,2,"bandwidth_type=-1/(d+2), benchmark_seed=13102, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",180,536,6,before_restoration,True,True,
gauss_sparse_signal_highd_noise,unsupported,,0,"bandwidth_type=-1/(d+2), benchmark_seed=43, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",40,20000,4,unsupported,,0,"bandwidth_type=-1/(d+2), benchmark_seed=43, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",40,20000,4,before_restoration,True,True,
dim_consolidated_4c_24f_continuous,skip,,0,"bandwidth_type=-1/(d+2), benchmark_seed=13000, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",160,24,4,skip,,0,"bandwidth_type=-1/(d+2), benchmark_seed=13000, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",160,24,4,before_restoration,True,True,
dim_consolidated_4c_72f_continuous,skip,,0,"bandwidth_type=-1/(d+2), benchmark_seed=13001, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",160,72,4,skip,,0,"bandwidth_type=-1/(d+2), benchmark_seed=13001, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",160,72,4,before_restoration,True,True,
dim_diffuse_6c_136f_continuous,skip,,0,"bandwidth_type=-1/(d+2), benchmark_seed=13101, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",180,136,6,skip,,0,"bandwidth_type=-1/(d+2), benchmark_seed=13101, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",180,136,6,before_restoration,True,True,
gauss_single_outlier_4c,skip,,0,"bandwidth_type=-1/(d+2), benchmark_seed=13200, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",161,40,5,skip,,0,"bandwidth_type=-1/(d+2), benchmark_seed=13200, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",161,40,5,before_restoration,True,True,
gauss_outlier_cluster_4c,skip,,0,"bandwidth_type=-1/(d+2), benchmark_seed=13201, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",166,40,5,skip,,0,"bandwidth_type=-1/(d+2), benchmark_seed=13201, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",166,40,5,before_restoration,True,True,
gauss_outlier_shell_4c,ok,0.0,1,"bandwidth_type=-1/(d+2), benchmark_seed=13202, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",172,40,5,ok,0.0,1,"bandwidth_type=-1/(d+2), benchmark_seed=13202, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",172,40,5,before_restoration,True,True,0.0
gauss_single_outlier_4c_continuous,skip,,0,"bandwidth_type=-1/(d+2), benchmark_seed=13200, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",161,40,5,skip,,0,"bandwidth_type=-1/(d+2), benchmark_seed=13200, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",161,40,5,before_restoration,True,True,
gauss_outlier_cluster_4c_continuous,skip,,0,"bandwidth_type=-1/(d+2), benchmark_seed=13201, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",166,40,5,skip,,0,"bandwidth_type=-1/(d+2), benchmark_seed=13201, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",166,40,5,before_restoration,True,True,
binary_balanced_low_noise,unsupported,,0,"bandwidth_type=-1/(d+2), benchmark_seed=314, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",72,72,4,ok,1.0,4,"bandwidth_type=-1/(d+2), benchmark_seed=314, branch_length_optimization_apply_nonconverged=False, branch_length_optimization_max_iterations=1000, branch_length_optimization_method=fixed_topology_nnls, branch_length_optimization_pair_sample_size=50000, branch_length_optimization_random_state=0, branch_length_optimization_solver_tolerance=1e-05, branch_length_optimization_target_metric=squared_standardized_euclidean, diffusion_method=adaptive_pydiffmap_diffusion, diffusion_time=3, edge_alpha=0.001, edge_branch_length_variance_policy=normalized_branch_length, epsilon=median, k_neighbors=10, metric=hamming, n_components=30, sibling_alpha=0.01, tree_linkage_method=average",72,72,4,before_restoration,True,True,
